year,month,anomaly_00N_30N,anomaly_00N_90N,anomaly_20N_90N,anomaly_20S_20N,anomaly_30N_60N,anomaly_30S_00N,anomaly_60N_90N,anomaly_60S_30S,anomaly_60S_60N,anomaly_90S_00N,anomaly_90S_20S,anomaly_90S_60S,anomaly_90S_90N
1943.0,1.0,-0.112195,-0.339732,-0.396029,-0.293223,-0.64935,-0.218134,-0.340039,-0.134454,-0.275677,-0.192645,-0.047372,-0.279318,-0.278851
1943.0,2.0,-0.182579,0.03147,0.197385,-0.346194,-0.097227,-0.316001,1.932585,-0.179571,-0.203692,-0.275648,-0.154008,-0.324288,-0.100125
1943.0,3.0,-0.090082,-0.207011,-0.234755,-0.252721,-0.620289,-0.223092,1.037508,-0.126321,-0.264177,-0.196032,-0.056016,-1.255556,-0.20227
1943.0,4.0,-0.259749,0.041413,0.180633,-0.303731,0.040004,-0.319504,1.854886,-0.271146,-0.199924,-0.305075,-0.234451,0.485185,-0.092282
1943.0,5.0,-0.206487,-0.002764,0.165741,-0.316844,0.05326,-0.277658,0.949365,-0.313298,-0.175549,-0.290604,-0.284185,-4.666667,-0.121395
1943.0,6.0,-0.329274,-0.201683,-0.135688,-0.317875,-0.177292,-0.291073,0.430921,-0.16125,-0.260585,-0.253539,-0.200498,4.737037,-0.222513
1943.0,7.0,-0.258505,-0.01972,0.119629,-0.230747,0.275891,-0.085318,0.051161,-0.120701,-0.054036,-0.088697,-0.000524,5.865385,-0.045864
1943.0,8.0,-0.279282,0.012888,0.159292,-0.259677,0.345747,-0.308754,0.206588,-0.490624,-0.14708,-0.348282,-0.467082,3.759259,-0.124695
1943.0,9.0,-0.188259,0.047473,0.184587,-0.256618,0.226536,-0.251457,0.588437,-0.324153,-0.119079,-0.267878,-0.23027,2.903572,-0.07726
1943.0,10.0,-0.071475,0.276596,0.483052,-0.193679,0.453825,-0.198046,1.449467,-0.216069,0.012503,-0.200486,-0.086094,1.172414,0.099143
1943.0,11.0,0.110472,0.173003,0.247981,-0.125455,-0.066515,-0.257677,1.558414,-0.081189,-0.064704,-0.214702,-0.114439,0.211111,0.027252
1943.0,12.0,0.195853,0.211898,0.298347,-0.101065,0.129826,-0.199257,0.693727,0.086031,0.045744,-0.133258,0.02762,-0.373077,0.079025
1944.0,1.0,-0.097571,0.291368,0.547268,-0.147444,0.55253,-0.061633,1.612718,0.125058,0.09628,-0.017132,0.123388,-0.277778,0.169316
1944.0,2.0,0.011293,0.122309,0.23684,-0.10164,0.021996,-0.153201,1.363382,0.075149,-0.031439,-0.097895,-0.06502,-0.692308,0.034712
1944.0,3.0,0.044912,0.118601,0.186587,0.017329,0.163891,0.048997,0.385815,0.03378,0.073913,0.04562,0.052236,0.944444,0.089089
1944.0,4.0,-0.115392,-0.053118,-0.037506,0.008116,0.0125,0.103542,0.041534,0.071941,0.004724,0.096575,0.092043,1.185185,0.006906
1944.0,5.0,-0.073416,0.080297,0.200506,-0.09524,0.284464,-0.089663,0.104345,-0.195789,0.002158,-0.110754,-0.179015,1.733333,0.007881
1944.0,6.0,0.068039,0.048036,0.058515,0.118818,0.123864,0.238841,-0.427418,-0.148858,0.115711,0.148675,0.076918,-0.662963,0.087732
1944.0,7.0,-0.032644,0.066829,0.12587,0.068415,0.282777,0.220332,-0.283053,-0.302236,0.107197,0.118011,0.027107,1.465385,0.085579
1944.0,8.0,-0.101954,0.03875,0.074354,0.045992,0.197786,0.189968,0.167473,-0.276733,0.049848,0.088313,0.038099,-1.340741,0.056493
1944.0,9.0,-0.01857,0.252203,0.37441,-0.006881,0.520278,0.048651,0.642549,-0.072885,0.135871,0.019805,0.106852,-2.696429,0.165821
1944.0,10.0,0.032023,0.238434,0.332188,-0.008626,0.346902,-0.053831,0.926009,-0.248268,0.06187,-0.097239,-0.108881,-1.827586,0.112657
1944.0,11.0,0.056282,-0.015692,-0.031469,-0.078522,-0.235744,-0.147277,0.507628,-0.164396,-0.100657,-0.153136,-0.122596,-2.188889,-0.066839
1944.0,12.0,0.066859,-0.223692,-0.449583,0.07507,-1.023918,-0.05382,1.747189,-0.276648,-0.288789,-0.105293,-0.166778,-1.273077,-0.179831
1945.0,1.0,0.182442,-0.125627,-0.318542,0.119158,-0.665142,-0.05178,0.450296,-0.094469,-0.129362,-0.064011,-0.164355,-1.977778,-0.101253
1945.0,2.0,-0.09795,-0.409892,-0.628364,0.003878,-0.936978,0.009435,0.066566,-0.061033,-0.269961,-0.008968,-0.05943,-1.192308,-0.25356
1945.0,3.0,-0.131391,-0.219897,-0.248554,-0.132242,-0.15656,-0.055325,-1.071016,-0.208727,-0.121473,-0.094305,-0.096847,-2.755556,-0.171306
1945.0,4.0,-0.176413,-0.005653,0.091432,-0.078336,0.144396,0.115242,0.331036,-0.145515,-0.004191,0.041171,0.028894,-6.514815,0.011484
1945.0,5.0,-0.103885,-0.074622,-0.032857,-0.07399,-0.055881,-0.025514,0.021174,-0.288,-0.081012,-0.083819,-0.226647,-6.066667,-0.077872
1945.0,6.0,-0.012074,-0.085012,-0.101942,-0.049148,-0.187576,-0.021581,-0.069394,-0.440018,-0.103722,-0.144881,-0.255267,-10.062963,-0.105732
1945.0,7.0,-0.024524,-0.072094,-0.078857,-0.027908,-0.077769,0.005904,-0.317515,-0.233512,-0.046174,-0.04765,-0.125393,-3.534615,-0.063652
1945.0,8.0,-0.057889,0.148845,0.289535,-0.058829,0.33686,0.096155,0.513679,0.124986,0.107574,0.096391,0.229787,-5.040741,0.130664
1945.0,9.0,-0.088652,0.059356,0.14731,-0.053764,0.242116,-0.000525,0.084899,-0.017912,0.035782,-0.008468,-0.050446,-0.832845,0.038081
1945.0,10.0,-0.191316,0.1279,0.262631,-0.082084,0.307702,-0.091557,0.94938,-0.121278,-0.016349,-0.101208,-0.200375,-0.316769,0.04651
1945.0,11.0,0.065102,0.021927,0.031394,0.007538,0.067403,-0.072605,-0.415877,-0.212273,0.005254,-0.111644,-0.269291,-1.745965,-0.023144
1945.0,12.0,0.004674,-0.368135,-0.609121,-0.002998,-0.649373,-0.137019,-1.420568,-0.460804,-0.258438,-0.238986,-0.370543,-0.718037,-0.32241
1946.0,1.0,0.154343,0.100432,0.091703,-0.030384,0.126897,-0.273144,-0.341147,-0.224048,-0.013196,-0.261582,-0.295447,-0.56359,-0.033868
1946.0,2.0,-0.001927,-0.095058,-0.128944,-0.139629,0.181277,-0.261426,-1.988569,-0.358547,-0.084148,-0.299061,-0.325858,-0.544061,-0.179681
1946.0,3.0,0.048053,-0.240427,-0.368387,-0.067423,-0.416746,-0.229041,-1.153018,-0.533231,-0.230991,-0.328891,-0.494067,-0.375569,-0.278007
1946.0,4.0,-0.0505,0.132935,0.250358,-0.218748,0.403705,-0.391061,-0.062655,-0.325497,-0.087727,-0.368237,-0.398234,-0.365182,-0.088149
1946.0,5.0,-0.096881,-0.181351,-0.202364,-0.249178,-0.234873,-0.33358,-0.434192,-0.526154,-0.275023,-0.40817,-0.435599,-0.418503,-0.283807
1946.0,6.0,-0.182681,-0.158552,-0.086917,-0.437155,-0.074907,-0.61775,-0.402394,-0.589267,-0.347121,-0.599856,-0.611823,-0.126112,-0.348612
1946.0,7.0,-0.23416,-0.104056,0.018685,-0.456612,0.02397,-0.518373,0.052982,-0.37516,-0.285006,-0.466326,-0.391116,0.160574,-0.26559
1946.0,8.0,-0.254624,-0.074489,0.078514,-0.517742,0.097395,-0.58289,0.14281,-0.52689,-0.319968,-0.560267,-0.499456,0.128142,-0.29355
1946.0,9.0,-0.165502,-0.10659,-0.028332,-0.364817,0.06616,-0.364415,-0.492297,-0.473812,-0.22082,-0.400609,-0.36543,0.529581,-0.236154
1946.0,10.0,-0.09423,-0.025477,0.056167,-0.341005,0.022917,-0.450695,0.127172,-0.459675,-0.234454,-0.457345,-0.432067,-1.878405,-0.216023
1946.0,11.0,-0.017152,-0.070574,-0.062132,-0.255027,-0.113778,-0.343641,-0.168639,-0.568052,-0.231628,-0.429793,-0.440111,-1.317319,-0.23053
1946.0,12.0,-0.151637,-0.636191,-0.882373,-0.239043,-1.03556,-0.337573,-1.541466,-0.602335,-0.496643,-0.433899,-0.498212,-0.155814,-0.538474
1947.0,1.0,-0.094428,-0.509456,-0.701182,-0.175744,-0.87238,-0.190648,-1.303933,-0.610815,-0.395141,-0.350294,-0.442305,-0.357242,-0.436417
1947.0,2.0,0.110512,-0.352045,-0.605581,-0.090613,-0.985291,-0.276692,-0.343468,-0.445497,-0.347073,-0.339123,-0.380264,-0.314919,-0.34583
1947.0,3.0,-0.103933,-0.107886,-0.03124,-0.311175,-0.136897,-0.4206,0.004764,-0.698035,-0.299679,-0.51042,-0.618609,-0.370382,-0.286404
1947.0,4.0,-0.254885,-0.124865,-0.019249,-0.314438,-0.067103,-0.335522,0.367033,-0.517096,-0.281222,-0.399256,-0.480115,-0.25141,-0.25064
1947.0,5.0,-0.232102,-0.209858,-0.152973,-0.314438,-0.191837,-0.323084,-0.164242,-0.400321,-0.278179,-0.349564,-0.383175,-0.306805,-0.272924
1947.0,6.0,-0.17301,-0.199783,-0.161609,-0.264368,-0.254132,-0.241156,-0.107316,-0.295638,-0.232423,-0.259354,-0.263724,-0.222211,-0.22624
1947.0,7.0,-0.148404,-0.144493,-0.102427,-0.279603,-0.086379,-0.382438,-0.36901,-0.32021,-0.235129,-0.360771,-0.388102,-0.376676,-0.242663
1947.0,8.0,-0.243728,-0.170338,-0.095477,-0.356496,-0.036379,-0.425072,-0.318943,-0.460176,-0.285476,-0.433558,-0.46213,0.563943,-0.286152
1947.0,9.0,-0.340761,-0.157986,-0.012927,-0.515136,-0.02531,-0.613767,0.189867,-0.57937,-0.385167,-0.602614,-0.639449,-0.097048,-0.350335
1947.0,10.0,-0.260747,0.158021,0.405492,-0.437303,0.242248,-0.569871,1.892519,-0.56462,-0.281208,-0.566271,-0.602987,0.19733,-0.155435
1947.0,11.0,-0.219094,-0.106179,0.028109,-0.407046,-0.169121,-0.426182,0.75326,-0.388235,-0.299844,-0.40604,-0.384458,0.365564,-0.242481
1947.0,12.0,-0.132471,-0.348411,-0.398597,-0.357667,-0.704589,-0.445412,0.104189,-0.588268,-0.448115,-0.499097,-0.521189,-0.422968,-0.421169
1948.0,1.0,-0.336818,0.032185,0.274114,-0.418744,0.422633,-0.395657,0.437553,-0.606735,-0.226874,-0.46739,-0.510549,-0.38839,-0.201296
1948.0,2.0,-0.181109,-0.341181,-0.358082,-0.298501,-0.568747,-0.335085,-0.259399,-0.444339,-0.363799,-0.377694,-0.43419,-0.359954,-0.358994
1948.0,3.0,-0.480262,-0.485169,-0.496655,-0.372675,-0.5049,-0.364613,-0.422497,-0.558849,-0.466448,-0.436514,-0.535256,-0.33691,-0.46257
1948.0,4.0,-0.253961,-0.217321,-0.175162,-0.325517,-0.217733,-0.393838,-0.00183,-0.562836,-0.345157,-0.457413,-0.536497,-0.442935,-0.329506
1948.0,5.0,-0.123812,0.100117,0.244279,-0.238315,0.303518,-0.294577,0.468893,-0.503108,-0.138428,-0.367876,-0.430689,-0.553539,-0.111267
1948.0,6.0,-0.345365,-0.09903,0.068658,-0.479347,0.13272,-0.493971,0.238669,-0.424697,-0.28979,-0.46176,-0.4237,-0.045825,-0.262035
1948.0,7.0,-0.255179,-0.095934,0.007747,-0.40776,0.094275,-0.518513,-0.072971,-0.506523,-0.2998,-0.517086,-0.533195,-0.704331,-0.291115
1948.0,8.0,-0.242222,-0.032901,0.09436,-0.414486,0.188742,-0.486819,0.107658,-0.532561,-0.270195,-0.506666,-0.501685,-0.734599,-0.252099
1948.0,9.0,-0.412881,-0.143092,0.008791,-0.538939,0.100825,-0.548954,0.202615,-0.546124,-0.355578,-0.54766,-0.497564,-0.347048,-0.32295
1948.0,10.0,-0.466705,-0.124707,0.078849,-0.541031,0.075183,-0.490467,0.893139,-0.455316,-0.344564,-0.477948,-0.395382,-0.051877,-0.275389
1948.0,11.0,-0.431159,-0.092682,0.070259,-0.468664,0.016047,-0.46898,1.250021,-0.544669,-0.356235,-0.50287,-0.49406,-2.187465,-0.274627
1948.0,12.0,-0.237051,-0.372463,-0.405592,-0.363575,-0.287679,-0.346613,-1.525451,-0.49116,-0.328603,-0.403627,-0.39369,-0.429468,-0.386984
1949.0,1.0,-0.219137,0.078878,0.270743,-0.313391,0.211167,-0.349521,1.3477,-0.4072,-0.197679,-0.373336,-0.379997,-0.413174,-0.133929
1949.0,2.0,-0.359552,-0.36934,-0.353903,-0.388175,-0.180056,-0.407871,-1.300852,-0.577016,-0.372321,-0.469992,-0.532955,-0.428833,-0.41608
1949.0,3.0,-0.23082,-0.344246,-0.356115,-0.303915,-0.741774,-0.277654,0.778001,-0.494866,-0.406208,-0.359867,-0.409335,-0.319951,-0.351677
1949.0,4.0,-0.374659,-0.167887,-0.052595,-0.33312,0.032786,-0.307458,0.219308,-0.43729,-0.27759,-0.361259,-0.409149,-1.543717,-0.257361
1949.0,5.0,-0.244171,-0.116124,0.042608,-0.405285,0.154972,-0.354735,-0.566821,-0.588854,-0.244729,-0.43735,-0.45675,-0.82023,-0.260241
1949.0,6.0,-0.378227,-0.314206,-0.23433,-0.463402,-0.069039,-0.463775,-1.018582,-0.552496,-0.363402,-0.496369,-0.516191,-0.704898,-0.395661
1949.0,7.0,-0.320731,-0.207194,-0.130353,-0.398451,0.085483,-0.43775,-0.784053,-0.409781,-0.278475,-0.431463,-0.413937,-1.837093,-0.305927
1949.0,8.0,-0.350398,-0.117102,0.014516,-0.392813,0.152213,-0.419789,0.072819,-0.386721,-0.263431,-0.409699,-0.392804,-1.147452,-0.245572
1949.0,9.0,-0.396518,-0.185323,-0.050941,-0.445457,-0.043624,-0.440711,0.369931,-0.388848,-0.328938,-0.42396,-0.392324,-1.396428,-0.289799
1949.0,10.0,-0.36585,-0.057199,0.155301,-0.448111,0.156504,-0.480918,0.761418,-0.462663,-0.297733,-0.474526,-0.490152,-0.328375,-0.240074
1949.0,11.0,-0.270468,-0.082745,0.10328,-0.463002,0.169257,-0.490957,-0.071896,-0.536194,-0.282393,-0.506402,-0.505833,-0.39909,-0.272038
1949.0,12.0,-0.225869,-0.443098,-0.460663,-0.464703,-0.727198,-0.443835,-0.495294,-0.5286,-0.456401,-0.473009,-0.441283,-0.33932,-0.456991
1950.0,1.0,-0.21235,-0.622361,-0.783799,-0.423057,-1.095343,-0.447375,-1.018328,-0.426012,-0.51416,-0.434313,-0.384641,-0.338543,-0.532464
1950.0,2.0,-0.469348,-0.527599,-0.524974,-0.529359,-0.485593,-0.465767,-1.096546,-0.522045,-0.481364,-0.484233,-0.454452,-0.415829,-0.507303
1950.0,3.0,-0.311902,-0.263235,-0.197832,-0.44506,-0.280362,-0.435122,0.123082,-0.534371,-0.385661,-0.474286,-0.450279,-0.45552,-0.365288
1950.0,4.0,-0.364166,-0.388166,-0.365181,-0.512105,-0.386943,-0.495587,-0.547197,-0.487094,-0.429588,-0.493506,-0.411693,-0.633828,-0.435558
1950.0,5.0,-0.366634,-0.201397,-0.08212,-0.520604,0.106004,-0.504792,-0.575438,-0.295822,-0.290433,-0.43396,-0.289628,-0.968849,-0.307606
1950.0,6.0,-0.379517,-0.242922,-0.181055,-0.457514,-0.051024,-0.498881,-0.270388,-0.150944,-0.304833,-0.379852,-0.229219,0.018157,-0.302965
1950.0,7.0,-0.51876,-0.325142,-0.217625,-0.525364,0.036515,-0.448087,-0.742064,-0.176523,-0.31286,-0.344929,-0.208078,-0.295716,-0.334212
1950.0,8.0,-0.544926,-0.350863,-0.23237,-0.534161,-0.107439,-0.38998,-0.265932,-0.338857,-0.36552,-0.376081,-0.274714,-1.619855,-0.362109
1950.0,9.0,-0.500423,-0.231455,-0.040272,-0.567516,0.07612,-0.434297,-0.007335,-0.444106,-0.342686,-0.438439,-0.351359,-0.486958,-0.324628
1950.0,10.0,-0.412782,-0.206004,-0.014677,-0.594641,-0.026191,-0.613791,0.172004,-0.546802,-0.408286,-0.590819,-0.561296,-0.677597,-0.376439
1950.0,11.0,-0.332637,-0.560071,-0.618093,-0.552278,-0.806834,-0.610069,-0.82454,-0.597214,-0.567484,-0.601986,-0.566925,-0.412037,-0.579119
1950.0,12.0,-0.232923,-0.301278,-0.312177,-0.541786,-0.44031,-0.715523,-0.098512,-0.513678,-0.47537,-0.616651,-0.50541,-0.36041,-0.455925
1951.0,1.0,-0.205615,-0.494649,-0.633285,-0.490305,-0.60972,-0.692698,-1.781381,-0.473295,-0.487062,-0.601051,-0.51431,-0.51018,-0.545122
1951.0,2.0,-0.31075,-0.745673,-0.93564,-0.547513,-0.978576,-0.637913,-2.393096,-0.595697,-0.606644,-0.607341,-0.558334,-0.427695,-0.678588
1951.0,3.0,-0.17215,-0.416682,-0.510194,-0.401917,-0.520132,-0.504491,-1.475439,-0.460069,-0.399425,-0.481513,-0.433452,-0.397819,-0.447377
1951.0,4.0,-0.316754,-0.172994,-0.097533,-0.429795,-0.009912,-0.583092,-0.013558,-0.545433,-0.369036,-0.567339,-0.57748,-0.364577,-0.35264
1951.0,5.0,-0.113877,-0.010862,0.06741,-0.273551,0.184129,-0.421825,-0.257452,-0.475885,-0.194667,-0.436885,-0.470391,0.173521,-0.197035
1951.0,6.0,-0.135582,-0.150482,-0.137888,-0.249992,-0.065709,-0.337795,-0.616457,-0.16031,-0.185721,-0.281434,-0.244315,-0.461988,-0.208986
1951.0,7.0,0.009098,0.036476,0.073216,-0.178449,0.188294,-0.368331,-0.439431,-0.197631,-0.099656,-0.312942,-0.304035,-1.375341,-0.118841
1951.0,8.0,-0.045221,0.128072,0.234756,-0.219749,0.315322,-0.477745,0.320412,-0.303415,-0.13591,-0.418235,-0.4529,-0.288542,-0.110937
1951.0,9.0,0.026498,0.160284,0.24547,-0.134109,0.188543,-0.342492,0.734406,-0.457601,-0.13445,-0.388169,-0.473905,-1.235646,-0.0875
1951.0,10.0,0.129465,0.115546,0.139118,-0.0551,-0.108704,-0.289496,0.907196,-0.550672,-0.160889,-0.377801,-0.537219,-0.320255,-0.102285
1951.0,11.0,0.025761,-0.028185,-0.061223,-0.093145,-0.211697,-0.271653,0.427652,-0.599963,-0.225493,-0.390902,-0.521873,-0.261139,-0.192645
1951.0,12.0,-0.081594,0.206748,0.3973,-0.171217,0.423525,-0.28673,1.000064,-0.485585,-0.108793,-0.357685,-0.45577,-0.20369,-0.060134
1952.0,1.0,0.047775,-0.011021,-0.018469,-0.045102,0.181337,-0.06592,-1.257784,-0.40083,-0.041705,-0.203208,-0.276137,-0.323426,-0.102771
1952.0,2.0,-0.021324,-0.176946,-0.220348,-0.097925,-0.300664,-0.136957,-0.589815,-0.207415,-0.15223,-0.175759,-0.224893,-0.308577,-0.176365
1952.0,3.0,-0.071361,-0.447987,-0.646736,-0.10822,-0.772374,-0.107414,-1.333588,-0.306413,-0.278139,-0.197516,-0.247649,-0.357149,-0.326452
1952.0,4.0,-0.086627,-0.105153,-0.10439,-0.145882,-0.048106,-0.195483,-0.4808,-0.491432,-0.183489,-0.308055,-0.399843,-1.098915,-0.198276
1952.0,5.0,-0.071342,-0.098239,-0.096946,-0.185614,0.009173,-0.247312,-0.763295,-0.590764,-0.190906,-0.370611,-0.452049,-2.079321,-0.21992
1952.0,6.0,-0.081706,-0.011985,0.0735,-0.280753,0.187899,-0.381021,-0.48128,-0.568153,-0.193961,-0.44528,-0.488753,0.163496,-0.207454
1952.0,7.0,-0.234869,0.008072,0.166193,-0.341924,0.338565,-0.365382,0.013682,-0.371813,-0.164632,-0.367146,-0.331086,-0.255797,-0.155439
1952.0,8.0,-0.326538,-0.038985,0.182111,-0.425305,0.373647,-0.367709,-0.115943,-0.219241,-0.163774,-0.311692,-0.229211,1.810456,-0.159217
1952.0,9.0,-0.231972,0.010276,0.203892,-0.360923,0.325893,-0.375853,0.067226,-0.3605,-0.16947,-0.367171,-0.356451,2.002953,-0.154461
1952.0,10.0,-0.204304,-0.181187,-0.104773,-0.318143,-0.054889,-0.330799,-0.547955,-0.329444,-0.229376,-0.33031,-0.341323,-0.320802,-0.246984
1952.0,11.0,-0.11463,-0.464776,-0.578932,-0.329145,-0.866606,-0.382178,-0.782117,-0.302178,-0.396584,-0.354542,-0.318519,-0.129759,-0.416147
1952.0,12.0,-0.06459,-0.272193,-0.353876,-0.186048,-0.528217,-0.270782,-0.380485,-0.332049,-0.277429,-0.295172,-0.329639,-0.326162,-0.282953
1953.0,1.0,0.090093,-0.037133,-0.107179,-0.058496,-0.025259,-0.225633,-0.893933,-0.333711,-0.109062,-0.275122,-0.322055,-0.397875,-0.151137
1953.0,2.0,0.064398,0.023014,0.031883,-0.104652,-0.027201,-0.235269,-0.008611,-0.267272,-0.106481,-0.265259,-0.296982,-0.521808,-0.115006
1953.0,3.0,-0.04704,-0.0072,0.025184,-0.118363,0.081728,-0.118639,-0.162837,-0.427078,-0.110462,-0.25396,-0.308177,-0.525724,-0.124593
1953.0,4.0,-0.126095,0.029593,0.150063,-0.143735,-0.153411,-0.091663,1.864041,-0.436611,-0.170596,-0.211728,-0.299653,-1.057654,-0.077662
1953.0,5.0,-0.061885,0.013134,0.098568,-0.148054,0.013492,-0.187535,0.479537,-0.376169,-0.136202,-0.260236,-0.340513,-4.0525,-0.109993
1953.0,6.0,-0.159948,-0.014404,0.098842,-0.198567,0.06965,-0.235855,0.498638,-0.32346,-0.155101,-0.263805,-0.335324,-0.071481,-0.123061
1953.0,7.0,-0.163129,0.034255,0.179513,-0.263833,0.220987,-0.41335,0.372296,-0.440768,-0.194062,-0.418565,-0.520489,0.799607,-0.162696
1953.0,8.0,-0.134221,0.03239,0.145732,-0.231585,0.168124,-0.348714,0.378627,-0.441271,-0.17687,-0.372369,-0.444439,2.246153,-0.142696
1953.0,9.0,-0.216441,0.012833,0.114361,-0.260125,0.262905,-0.356581,0.2426,-0.426057,-0.182787,-0.376428,-0.400879,1.802952,-0.156488
1953.0,10.0,-0.132415,0.059712,0.173297,-0.217625,0.217809,-0.305118,0.459545,-0.542911,-0.172609,-0.388471,-0.4698,-0.726288,-0.138061
1953.0,11.0,-0.039194,-0.194951,-0.28141,-0.141074,-0.515192,-0.284452,0.242353,-0.563282,-0.308969,-0.385711,-0.497103,-0.430274,-0.280782
1953.0,12.0,-0.125576,-0.066113,-0.030605,-0.203629,-0.106831,-0.261953,0.46624,-0.597347,-0.249032,-0.394156,-0.475537,-0.493373,-0.219461
1954.0,1.0,-0.035565,-0.512982,-0.792189,-0.189978,-1.085234,-0.378293,-0.8983,-0.60402,-0.470943,-0.463722,-0.538552,-0.458161,-0.489978
1954.0,2.0,0.022941,-0.323211,-0.506355,-0.165347,-0.482602,-0.37503,-1.768806,-0.416623,-0.285675,-0.391467,-0.436374,-0.418048,-0.35496
1954.0,3.0,-0.120555,-0.388156,-0.519732,-0.269039,-0.854085,-0.380694,0.050056,-0.293961,-0.388567,-0.349028,-0.328503,-0.393939,-0.369468
1954.0,4.0,-0.243233,-0.361019,-0.379184,-0.438282,-0.620084,-0.56859,0.082811,-0.486697,-0.466706,-0.538782,-0.532235,-0.507028,-0.441532
1954.0,5.0,-0.205922,-0.353362,-0.35723,-0.489721,-0.568106,-0.667305,-0.296932,-0.430146,-0.464818,-0.582005,-0.541745,0.12064,-0.455972
1954.0,6.0,-0.343723,-0.210424,-0.076826,-0.546975,-0.124917,-0.64641,0.214182,-0.3668,-0.391084,-0.554442,-0.478106,-1.776163,-0.363114
1954.0,7.0,-0.38829,-0.18629,-0.013449,-0.612305,-0.043455,-0.685039,0.343294,-0.320246,-0.390684,-0.567316,-0.4286,-1.440485,-0.351803
1954.0,8.0,-0.395362,-0.138435,0.046271,-0.563697,0.017778,-0.58118,0.576162,-0.415656,-0.363374,-0.528885,-0.436622,-1.342796,-0.315175
1954.0,9.0,-0.437056,-0.102905,0.10294,-0.552154,0.268976,-0.557894,0.198406,-0.383654,-0.305685,-0.506383,-0.408067,-4.241159,-0.27921
1954.0,10.0,-0.484942,-0.111233,0.119516,-0.596635,0.121436,-0.590007,0.947474,-0.313058,-0.353147,-0.49535,-0.354902,0.062333,-0.279746
1954.0,11.0,-0.174645,0.056434,0.250204,-0.485344,0.24606,-0.57325,0.567655,-0.288582,-0.220027,-0.465854,-0.302978,-0.284266,-0.179597
1954.0,12.0,-0.351676,-0.430492,-0.458278,-0.545103,-0.559378,-0.600218,-0.339855,-0.340832,-0.46803,-0.494356,-0.351267,-0.405319,-0.460768
1955.0,1.0,-0.196349,0.10066,0.303406,-0.417609,0.047364,-0.493004,2.201506,-0.417059,-0.272376,-0.461322,-0.384283,-0.424471,-0.166932
1955.0,2.0,-0.12633,-0.331075,-0.326217,-0.478807,-0.140613,-0.51867,-2.490309,-0.406627,-0.297054,-0.475425,-0.375873,-0.434281,-0.398769
1955.0,3.0,-0.135209,-0.651661,-0.838693,-0.500812,-0.923906,-0.63403,-2.691276,-0.333664,-0.491966,-0.516384,-0.407331,-0.45238,-0.587603
1955.0,4.0,-0.468443,-0.460932,-0.422587,-0.628431,-0.363866,-0.680851,-0.861073,-0.326455,-0.487273,-0.555147,-0.414967,0.301207,-0.503213
1955.0,5.0,-0.382402,-0.217829,-0.024305,-0.636642,0.055852,-0.728973,-0.438774,-0.322501,-0.380983,-0.587451,-0.479501,1.061432,-0.381364
1955.0,6.0,-0.45498,-0.215238,-0.003328,-0.626523,0.125886,-0.5983,-0.267274,-0.145442,-0.320114,-0.447152,-0.259475,0.416606,-0.316563
1955.0,7.0,-0.410715,-0.133219,0.049585,-0.552759,0.298161,-0.671645,-0.342363,-0.327487,-0.317099,-0.561959,-0.488048,0.621334,-0.316967
1955.0,8.0,-0.421035,-0.039842,0.177807,-0.530269,0.470034,-0.572227,0.000105,-0.429221,-0.267346,-0.518092,-0.430682,1.256038,-0.250057
1955.0,9.0,-0.351351,-0.122335,0.043386,-0.53236,0.214875,-0.602909,-0.21111,-0.477391,-0.32083,-0.553055,-0.482166,1.256255,-0.311976
1955.0,10.0,-0.467139,-0.077652,0.191766,-0.649325,0.318033,-0.72681,0.446461,-0.543557,-0.381186,-0.658993,-0.597643,0.040957,-0.333521
1955.0,11.0,-0.349736,-0.31546,-0.218338,-0.646623,-0.091961,-0.724723,-1.04097,-0.472011,-0.426497,-0.625778,-0.490127,-0.054013,-0.455984
1955.0,12.0,-0.390958,-0.452912,-0.418466,-0.652168,-0.078137,-0.731627,-2.460563,-0.564417,-0.456648,-0.648734,-0.553401,-0.239537,-0.545481
1956.0,1.0,-0.323935,-0.346967,-0.323324,-0.552551,-0.309882,-0.651963,-0.657135,-0.366063,-0.425796,-0.522257,-0.401205,-0.297745,-0.432074
1956.0,2.0,-0.094522,-0.604559,-0.85076,-0.435955,-1.282761,-0.611159,-0.728887,-0.29058,-0.539487,-0.475268,-0.336482,-0.361568,-0.54164
1956.0,3.0,-0.218691,-0.499394,-0.645869,-0.432265,-0.896887,-0.55822,-0.457257,-0.333738,-0.483969,-0.457556,-0.359432,-0.356838,-0.478781
1956.0,4.0,-0.343758,-0.476153,-0.511167,-0.578462,-0.414033,-0.705534,-1.599918,-0.537965,-0.501663,-0.639643,-0.557145,0.361056,-0.549556
1956.0,5.0,-0.40719,-0.377315,-0.319661,-0.58586,-0.229265,-0.708602,-0.867362,-0.450074,-0.466382,-0.608113,-0.540765,0.407439,-0.481461
1956.0,6.0,-0.493038,-0.306977,-0.161996,-0.616089,-0.146161,-0.658309,0.10751,-0.208227,-0.420637,-0.494844,-0.35357,1.720345,-0.390774
1956.0,7.0,-0.51291,-0.312317,-0.167371,-0.598043,-0.110725,-0.560163,-0.023555,-0.195183,-0.386121,-0.42801,-0.268904,0.721125,-0.363528
