year,month,anomaly_00N_30N,anomaly_00N_90N,anomaly_20N_90N,anomaly_20S_20N,anomaly_30N_60N,anomaly_30S_00N,anomaly_60N_90N,anomaly_60S_30S,anomaly_60S_60N,anomaly_90S_00N,anomaly_90S_20S,anomaly_90S_60S,anomaly_90S_90N
1909.0,7.0,-0.758123,-0.570657,-0.472075,-0.779647,-0.410329,-0.797184,-0.104003,-0.72283,-0.685375,-0.764415,-0.738585,-0.677207,-0.663906
1909.0,8.0,-0.735541,-0.440563,-0.303247,-0.734693,-0.151351,-0.67299,-0.098504,-0.565838,-0.548142,-0.622211,-0.553421,-0.329861,-0.529072
1909.0,9.0,-0.720332,-0.499933,-0.371576,-0.750269,-0.26555,-0.725512,-0.261787,-0.614826,-0.594626,-0.673948,-0.624543,-0.500864,-0.580781
1909.0,10.0,-0.701979,-0.480453,-0.334989,-0.783273,-0.327341,-0.760046,0.292754,-0.728201,-0.639417,-0.741256,-0.697048,-0.349846,-0.603884
1909.0,11.0,-0.570299,-0.234402,-0.003334,-0.815444,0.189531,-0.835188,-0.347662,-0.694821,-0.498338,-0.765672,-0.678223,-0.418952,-0.491994
1909.0,12.0,-0.600329,-0.524147,-0.440551,-0.807085,-0.497746,-0.932071,-0.043012,-0.753032,-0.706323,-0.845385,-0.788757,-0.421012,-0.681973
1910.0,1.0,-0.52671,-0.386277,-0.266155,-0.749398,-0.168807,-0.828895,-0.604672,-0.630322,-0.559479,-0.732911,-0.636308,-0.403996,-0.558333
1910.0,2.0,-0.656888,-0.570224,-0.492445,-0.74611,-0.681068,-0.753922,0.936446,-0.641619,-0.685531,-0.697332,-0.649207,-0.402854,-0.631133
1910.0,3.0,-0.752586,-0.623743,-0.536542,-0.838968,-0.295396,-0.933312,-1.686398,-0.667863,-0.671093,-0.789398,-0.72296,-0.357423,-0.69866
1910.0,4.0,-0.692231,-0.546178,-0.441392,-0.779636,-0.249954,-0.71807,-1.288985,-0.643571,-0.584176,-0.67076,-0.599881,-0.317969,-0.603896
1910.0,5.0,-0.574794,-0.488089,-0.437401,-0.643952,-0.357956,-0.631092,-0.661446,-0.635585,-0.555294,-0.620679,-0.581016,-0.195356,-0.553899
1910.0,6.0,-0.622434,-0.614677,-0.626769,-0.652672,-0.592103,-0.647863,-0.694174,-0.512468,-0.598242,-0.582287,-0.504659,-0.280439,-0.599606
1910.0,7.0,-0.702166,-0.503807,-0.400852,-0.688914,-0.359584,-0.687222,0.090376,-0.526577,-0.581696,-0.614328,-0.575099,-0.322038,-0.555287
1910.0,8.0,-0.648623,-0.501191,-0.435781,-0.689209,-0.396537,-0.681359,-0.082983,-0.542144,-0.575245,-0.621148,-0.54608,-0.599284,-0.556365
1910.0,9.0,-0.612611,-0.48774,-0.403969,-0.686621,-0.497848,-0.66574,0.287347,-0.582768,-0.592227,-0.624977,-0.584462,-0.489544,-0.551934
1910.0,10.0,-0.629749,-0.479833,-0.412435,-0.697618,-0.33874,-0.87117,-0.243743,-0.734702,-0.648558,-0.805626,-0.816727,-0.498059,-0.630309
1910.0,11.0,-0.556129,-0.611587,-0.597303,-0.769282,-0.68606,-0.87915,-0.600365,-0.778011,-0.719362,-0.830797,-0.781487,-0.605644,-0.714251
1910.0,12.0,-0.600055,-0.824562,-0.935641,-0.733627,-1.01694,-0.837565,-1.470153,-0.889765,-0.818732,-0.851923,-0.851514,-0.601163,-0.837465
1911.0,1.0,-0.455188,-0.74544,-0.813852,-0.716226,-0.880152,-0.748358,-2.225035,-0.831161,-0.714825,-0.777849,-0.7569,-0.540176,-0.761462
1911.0,2.0,-0.633653,-0.743404,-0.787241,-0.759134,-0.957739,-0.811591,-0.235874,-0.928512,-0.818603,-0.849843,-0.844362,-0.529633,-0.794919
1911.0,3.0,-0.598184,-0.811682,-0.88602,-0.783355,-0.882283,-0.851292,-2.109707,-0.954074,-0.810994,-0.885187,-0.881134,-0.561798,-0.848224
1911.0,4.0,-0.606286,-0.699317,-0.716054,-0.800886,-0.77765,-0.836403,-0.944908,-0.887972,-0.770626,-0.854345,-0.809887,-0.656142,-0.774822
1911.0,5.0,-0.622146,-0.599502,-0.580897,-0.816502,-0.562636,-0.907767,-0.662218,-0.835266,-0.737356,-0.866483,-0.79933,-0.458375,-0.731464
1911.0,6.0,-0.586005,-0.475608,-0.39875,-0.7812,-0.330315,-0.987893,-0.589068,-0.872905,-0.700845,-0.9192,-0.925244,-0.275976,-0.691383
1911.0,7.0,-0.641861,-0.61622,-0.607322,-0.742369,-0.557599,-0.823568,-0.773258,-0.724077,-0.692775,-0.778937,-0.738997,-0.369375,-0.694649
1911.0,8.0,-0.668523,-0.575936,-0.520518,-0.78506,-0.52616,-0.864156,-0.25625,-0.717932,-0.701322,-0.786656,-0.737388,-0.255281,-0.678008
1911.0,9.0,-0.577204,-0.437464,-0.361695,-0.760484,-0.31365,-0.925443,-0.25562,-0.778479,-0.636584,-0.857955,-0.81639,-0.240928,-0.617978
1911.0,10.0,-0.514811,-0.446883,-0.430401,-0.554084,-0.553321,-0.666585,0.556183,-0.716103,-0.605439,-0.684174,-0.710794,-0.425402,-0.553614
1911.0,11.0,-0.5228,-0.399733,-0.3622,-0.502939,-0.309305,-0.463275,-0.042549,-0.695657,-0.494051,-0.563078,-0.57948,-0.408682,-0.475724
1911.0,12.0,-0.544856,-0.59698,-0.656186,-0.412261,-0.651544,-0.313724,-0.654566,-0.609298,-0.519264,-0.435081,-0.48534,-0.233149,-0.520518
1912.0,1.0,-0.416132,-0.622165,-0.718434,-0.398977,-0.883957,-0.353656,-0.625646,-0.578849,-0.535958,-0.44015,-0.491111,-0.218028,-0.533859
1912.0,2.0,-0.303068,-0.358467,-0.315449,-0.383351,-0.199173,-0.301668,-1.850648,-0.53325,-0.3285,-0.397995,-0.438602,-0.263827,-0.377497
1912.0,3.0,-0.378231,-0.810521,-0.998231,-0.348445,-1.208206,-0.287299,-1.659951,-0.473005,-0.560388,-0.36643,-0.425757,-0.316367,-0.590774
1912.0,4.0,-0.383292,-0.501205,-0.555016,-0.304509,-0.647878,-0.306862,-0.467028,-0.603933,-0.468578,-0.433819,-0.553286,-0.394232,-0.467637
1912.0,5.0,-0.348775,-0.451736,-0.505797,-0.333639,-0.544838,-0.365401,-0.699965,-0.688133,-0.469674,-0.508913,-0.62783,-0.95743,-0.479699
1912.0,6.0,-0.417712,-0.441583,-0.439904,-0.432591,-0.453119,-0.470685,-0.544537,-0.718689,-0.505186,-0.575963,-0.665115,-0.545372,-0.507062
1912.0,7.0,-0.454758,-0.545301,-0.577322,-0.449693,-0.638424,-0.524094,-0.664765,-0.556416,-0.537001,-0.540374,-0.618721,-0.717744,-0.542913
1912.0,8.0,-0.499231,-0.769209,-0.865705,-0.549975,-1.097458,-0.541051,-0.81449,-0.601592,-0.66908,-0.569675,-0.600352,-0.867885,-0.675527
1912.0,9.0,-0.587931,-0.828806,-0.940221,-0.594867,-1.172554,-0.63592,-0.44549,-0.591761,-0.740773,-0.611246,-0.614006,-0.346736,-0.725329
1912.0,10.0,-0.42751,-0.833957,-1.005398,-0.546746,-1.211512,-0.601798,-1.5497,-0.643232,-0.7011,-0.614404,-0.620167,-0.343561,-0.728889
1912.0,11.0,-0.505866,-0.653416,-0.744127,-0.536465,-0.921705,-0.549583,-0.169199,-0.682387,-0.648308,-0.605132,-0.61852,-0.49575,-0.630838
1912.0,12.0,-0.551609,-0.72548,-0.842708,-0.541141,-0.879058,-0.536928,-1.183273,-0.532433,-0.616739,-0.525705,-0.49689,-0.224603,-0.630224
1913.0,1.0,-0.521403,-0.668364,-0.740517,-0.526285,-0.599789,-0.576825,-2.362016,-0.510332,-0.552198,-0.539903,-0.5534,-0.257245,-0.606135
1913.0,2.0,-0.509232,-0.7886,-0.934701,-0.492241,-1.179123,-0.465033,-0.595536,-0.62182,-0.664655,-0.526331,-0.562245,-0.350653,-0.658335
1913.0,3.0,-0.714397,-0.713002,-0.748605,-0.601315,-0.791153,-0.582916,-0.19483,-0.779644,-0.70642,-0.658428,-0.723978,-0.392974,-0.686141
1913.0,4.0,-0.65078,-0.66796,-0.655589,-0.618115,-0.693145,-0.473076,-0.653426,-0.694791,-0.613649,-0.553571,-0.558961,-0.720171,-0.615562
1913.0,5.0,-0.688727,-0.688241,-0.710443,-0.591531,-0.711622,-0.53256,-0.543092,-0.716945,-0.653715,-0.605375,-0.650005,-0.446486,-0.647933
1913.0,6.0,-0.7462,-0.699169,-0.729368,-0.56089,-0.7397,-0.461875,-0.105913,-0.640555,-0.642965,-0.543353,-0.586051,-0.828816,-0.624931
1913.0,7.0,-0.640813,-0.683501,-0.692078,-0.584762,-0.784176,-0.401794,-0.428499,-0.566489,-0.587899,-0.473445,-0.455268,-0.630799,-0.582267
1913.0,8.0,-0.5801,-0.563272,-0.539623,-0.546196,-0.589198,-0.473662,-0.308584,-0.63636,-0.563348,-0.539317,-0.573211,-0.361939,-0.551865
1913.0,9.0,-0.57604,-0.554059,-0.538843,-0.582261,-0.553746,-0.59288,-0.406497,-0.618007,-0.584611,-0.60032,-0.611071,-0.392136,-0.575947
1913.0,10.0,-0.420395,-0.49816,-0.54083,-0.461768,-0.555505,-0.466989,-0.74719,-0.656356,-0.512082,-0.547084,-0.57499,-0.584207,-0.521557
1913.0,11.0,-0.448758,-0.21356,-0.093806,-0.418129,0.13936,-0.388242,-0.473053,-0.668446,-0.348193,-0.515509,-0.578337,-0.73378,-0.35573
1913.0,12.0,-0.448794,-0.157926,-0.076731,-0.282919,0.059117,-0.311042,0.869965,-0.708313,-0.354108,-0.477174,-0.603993,-0.413507,-0.312275
1914.0,1.0,-0.203356,0.091034,0.292075,-0.279669,0.556318,-0.285735,-0.409521,-0.614237,-0.14684,-0.424567,-0.510147,-0.406092,-0.158666
1914.0,2.0,-0.42929,-0.324931,-0.281092,-0.416659,-0.174534,-0.394975,-0.394357,-0.544919,-0.387886,-0.458044,-0.472814,-0.424043,-0.388751
1914.0,3.0,-0.350383,-0.446231,-0.496271,-0.348943,-0.27443,-0.356205,-2.435953,-0.553282,-0.378048,-0.437205,-0.498343,-0.382945,-0.441811
1914.0,4.0,-0.513061,-0.556824,-0.637176,-0.391285,-0.556718,-0.381109,-0.949058,-0.595265,-0.499884,-0.466624,-0.527959,-0.451449,-0.513046
1914.0,5.0,-0.384459,-0.370072,-0.37998,-0.373849,-0.334876,-0.425986,-0.476198,-0.539477,-0.417082,-0.47124,-0.51813,-0.391601,-0.418689
1914.0,6.0,-0.497144,-0.445688,-0.425786,-0.484596,-0.391318,-0.424297,-0.3604,-0.465941,-0.446749,-0.440734,-0.409447,-0.414969,-0.443371
1914.0,7.0,-0.515114,-0.455137,-0.446252,-0.472732,-0.35145,-0.411764,-0.593562,-0.425228,-0.431099,-0.419631,-0.384775,-0.570793,-0.438429
1914.0,8.0,-0.433696,-0.399242,-0.407588,-0.442663,-0.452707,-0.399091,0.100216,-0.407444,-0.423192,-0.400094,-0.338803,-0.255698,-0.399637
1914.0,9.0,-0.404579,-0.352347,-0.352584,-0.429453,-0.312498,-0.411079,-0.231913,-0.536431,-0.40541,-0.460362,-0.422476,-0.572687,-0.39777
1914.0,10.0,-0.33836,-0.205702,-0.173369,-0.331545,-0.152302,-0.385362,0.440024,-0.497757,-0.335979,-0.430432,-0.445165,-0.400947,-0.304178
1914.0,11.0,-0.154376,-0.321609,-0.433235,-0.209814,-0.551821,-0.353951,-0.257041,-0.372607,-0.341742,-0.361673,-0.412274,-1.888889,-0.338867
1914.0,12.0,-0.232222,-0.380565,-0.506189,-0.236642,-0.870082,-0.422634,1.415928,-0.287827,-0.448559,-0.367219,-0.38077,-0.285969,-0.374722
1915.0,1.0,-0.103527,-0.343676,-0.439051,-0.25621,-0.411014,-0.432879,-1.867035,-0.475801,-0.338422,-0.449559,-0.493984,-0.38833,-0.392211
1915.0,2.0,-0.177099,-0.266899,-0.312831,-0.263108,-0.304547,-0.274972,-0.763641,-0.322468,-0.261012,-0.294675,-0.256031,-0.322146,-0.279263
1915.0,3.0,-0.182993,-0.405202,-0.577167,-0.203782,-0.586983,-0.353392,-1.099931,-0.340705,-0.354325,-0.347138,-0.357097,-0.302557,-0.379545
1915.0,4.0,-0.298071,-0.252307,-0.290866,-0.221933,-0.279242,-0.220719,0.305223,-0.238324,-0.260244,-0.233341,-0.213393,-0.489997,-0.24342
1915.0,5.0,-0.179045,-0.273176,-0.366441,-0.183579,-0.484281,-0.290152,0.323033,-0.51721,-0.343054,-0.385066,-0.455563,-1.008221,-0.322504
1915.0,6.0,-0.148655,-0.295821,-0.381276,-0.225112,-0.451919,-0.327011,-0.424844,-0.443489,-0.326455,-0.380343,-0.402393,-0.612573,-0.332814
1915.0,7.0,-0.118775,-0.190173,-0.234311,-0.182359,-0.395716,-0.248417,0.512044,-0.529614,-0.287683,-0.350049,-0.416348,-4.434616,-0.25726
1915.0,8.0,-0.105186,-0.210276,-0.245512,-0.243543,-0.373135,-0.351343,-0.035219,-0.562047,-0.308708,-0.430362,-0.479495,-9.240741,-0.299876
1915.0,9.0,-0.184962,-0.242698,-0.266922,-0.299416,-0.298501,-0.401665,-0.325133,-0.535529,-0.331131,-0.448859,-0.484354,-0.235971,-0.33079
1915.0,10.0,-0.181211,-0.300893,-0.313196,-0.363488,-0.315644,-0.4781,-0.983103,-0.490175,-0.355973,-0.480612,-0.491223,-0.27266,-0.38256
1915.0,11.0,-0.188679,-0.052873,0.081605,-0.453712,0.189872,-0.51768,-0.523588,-0.399805,-0.216683,-0.468343,-0.397941,-0.258466,-0.230275
1915.0,12.0,-0.239259,-0.13866,-0.014833,-0.494437,0.350985,-0.566555,-2.245683,-0.540761,-0.245618,-0.550191,-0.509851,-0.353925,-0.325235
1916.0,1.0,-0.461949,-0.339731,-0.225745,-0.595115,-0.255418,-0.568198,0.06177,-0.536286,-0.455433,-0.547871,-0.504044,-0.181789,-0.434474
1916.0,2.0,-0.361227,-0.375805,-0.339545,-0.483715,-0.484455,-0.498124,0.19676,-0.618923,-0.470313,-0.543879,-0.554347,-0.479596,-0.444322
1916.0,3.0,-0.243553,-0.646006,-0.749699,-0.512706,-0.874799,-0.522929,-2.311165,-0.406802,-0.506644,-0.479995,-0.404813,-0.447767,-0.572904
1916.0,4.0,-0.291988,-0.435173,-0.472991,-0.462766,-0.539154,-0.586624,-0.856281,-0.364275,-0.445613,-0.501813,-0.446427,-0.534313,-0.462733
1916.0,5.0,-0.365479,-0.466087,-0.489846,-0.498511,-0.480877,-0.543767,-1.123877,-0.380685,-0.449709,-0.494258,-0.430967,-1.718002,-0.478479
1916.0,6.0,-0.536193,-0.587715,-0.574243,-0.650934,-0.606238,-0.710524,-0.843377,-0.654488,-0.620304,-0.693734,-0.69551,-2.162963,-0.630447
1916.0,7.0,-0.584413,-0.400085,-0.271595,-0.685951,-0.166055,-0.752903,-0.414719,-0.558242,-0.522013,-0.684999,-0.647657,-1.334615,-0.517769
1916.0,8.0,-0.60459,-0.433046,-0.321709,-0.729372,-0.209236,-0.703115,-0.523297,-0.354623,-0.497627,-0.58233,-0.419549,1.159259,-0.498154
1916.0,9.0,-0.635963,-0.482853,-0.384721,-0.696026,-0.354066,-0.552752,-0.169221,-0.301818,-0.494879,-0.479233,-0.278403,-1.199043,-0.48131
1916.0,10.0,-0.623945,-0.39249,-0.284465,-0.66218,-0.26141,-0.618098,0.310327,-0.522212,-0.511987,-0.582417,-0.516623,-1.227586,-0.475425
1916.0,11.0,-0.724594,-0.48862,-0.307538,-0.951879,-0.306419,-0.933717,0.182449,-0.481535,-0.647815,-0.786813,-0.558193,-0.088889,-0.614367
1916.0,12.0,-0.608662,-0.934793,-1.021497,-0.851332,-0.977023,-0.872331,-3.058298,-0.431527,-0.755292,-0.726848,-0.54606,-0.652667,-0.84912
1917.0,1.0,-0.632046,-0.65484,-0.581304,-0.959749,-0.501189,-0.962347,-1.82869,-0.190397,-0.640654,-0.72475,-0.36918,-0.577778,-0.684739
1917.0,2.0,-0.532577,-0.713339,-0.72583,-0.787085,-0.974799,-0.91303,-0.372434,-0.491315,-0.756313,-0.781769,-0.68938,-0.692308,-0.740515
1917.0,3.0,-0.644695,-0.791526,-0.821057,-0.781142,-0.951497,-0.811039,-0.894762,-0.222895,-0.699704,-0.601138,-0.434739,-0.255556,-0.707187
1917.0,4.0,-0.662446,-0.599034,-0.536652,-0.742284,-0.540194,-0.760848,-0.489577,-0.263582,-0.584655,-0.55456,-0.426367,-0.284789,-0.579535
1917.0,5.0,-0.802301,-0.696531,-0.678171,-0.728649,-0.589057,-0.850992,-0.559053,-0.432046,-0.71207,-0.715965,-0.709433,3.533333,-0.703999
1917.0,6.0,-0.731203,-0.564168,-0.490521,-0.688773,-0.36177,-0.721823,-0.561837,-0.389548,-0.591062,-0.626629,-0.591689,-1.762963,-0.590267
1917.0,7.0,-0.634182,-0.378638,-0.266936,-0.570857,-0.094673,-0.499939,-0.31107,-0.270546,-0.406766,-0.435083,-0.347408,2.965385,-0.401004
1917.0,8.0,-0.613797,-0.391242,-0.261177,-0.510657,-0.17768,-0.454891,-0.12794,-0.297816,-0.410306,-0.405099,-0.467968,0.059259,-0.396483
1917.0,9.0,-0.674405,-0.274712,-0.092109,-0.548702,0.066429,-0.396382,0.303394,-0.105051,-0.311347,-0.295184,-0.207072,-5.196428,-0.283197
1917.0,10.0,-0.678466,-0.487335,-0.34944,-0.651139,-0.271844,-0.511809,-0.395731,-0.344936,-0.474641,-0.44889,-0.392176,1.272414,-0.470564
1917.0,11.0,-0.623665,-0.132769,0.133269,-0.754702,0.417707,-0.729313,-0.09398,-0.467539,-0.365409,-0.659388,-0.526285,0.811111,-0.353407
1917.0,12.0,-0.487019,-0.963996,-1.157789,-0.647825,-1.230315,-0.685019,-2.544501,-0.333584,-0.723973,-0.566107,-0.407897,0.126923,-0.807764
1918.0,1.0,-0.474263,-0.409442,-0.358696,-0.660283,-0.191016,-0.686187,-1.281042,-0.263113,-0.436815,-0.547842,-0.341242,0.922222,-0.469346
1918.0,2.0,-0.500415,-0.4995,-0.428258,-0.762836,-0.471014,-0.818999,-0.664589,-0.25504,-0.55315,-0.645176,-0.429764,-0.192308,-0.557652
1918.0,3.0,-0.450967,-0.381393,-0.282123,-0.651948,-0.16311,-0.731421,-1.164385,-0.10543,-0.428101,-0.564385,-0.388465,-0.192435,-0.456745
1918.0,4.0,-0.5859,-0.570052,-0.556499,-0.636609,-0.490508,-0.661081,-0.932046,-0.234757,-0.54349,-0.547812,-0.415426,-0.844811,-0.561545
1918.0,5.0,-0.478396,-0.5403,-0.547622,-0.529341,-0.411402,-0.597178,-1.8139,-0.296251,-0.472328,-0.513327,-0.492699,-3.766667,-0.529989
1918.0,6.0,-0.514349,-0.449356,-0.428999,-0.477285,-0.277653,-0.459171,-1.022536,-0.269738,-0.402367,-0.399993,-0.34495,1.837037,-0.429937
1918.0,7.0,-0.426697,-0.385861,-0.333415,-0.492097,-0.269728,-0.536405,-0.777527,-0.405254,-0.416286,-0.50184,-0.510343,2.265384,-0.431253
1918.0,8.0,-0.424563,-0.328227,-0.266836,-0.48164,-0.170473,-0.540286,-0.536754,-0.405998,-0.39217,-0.515594,-0.514781,-7.440741,-0.401601
1918.0,9.0,-0.380558,-0.295737,-0.230233,-0.444444,-0.246659,-0.497008,-0.035919,-0.476943,-0.386447,-0.489962,-0.522217,1.103571,-0.367816
1918.0,10.0,-0.339872,-0.196944,-0.089929,-0.448564,0.011701,-0.477014,-0.453299,-0.556458,-0.304127,-0.496003,-0.519286,2.572414,-0.310199
1918.0,11.0,-0.25163,-0.348698,-0.393649,-0.213482,-0.508248,-0.239774,-0.037403,-0.511405,-0.349589,-0.306716,-0.438177,-0.188889,-0.33408
1918.0,12.0,-0.315829,-0.732827,-0.965548,-0.249065,-1.038092,-0.282822,-1.851881,-0.503653,-0.533814,-0.34544,-0.447036,-0.573077,-0.594401
1919.0,1.0,-0.13212,-0.645958,-0.880974,-0.196895,-0.971479,-0.258947,-2.444022,-0.168281,-0.406521,-0.232387,-0.23938,-0.077778,-0.497201
1919.0,2.0,-0.115154,-0.416127,-0.530552,-0.104359,-0.425731,-0.141803,-2.484173,-0.222118,-0.220943,-0.165983,-0.280724,-0.492308,-0.321415
1919.0,3.0,-0.099927,-0.596957,-0.762075,-0.333669,-0.891193,-0.460815,-2.367846,-0.194915,-0.4343,-0.380489,-0.322418,-0.055556,-0.517785
1919.0,4.0,-0.33736,-0.359564,-0.358644,-0.371353,-0.31447,-0.362688,-0.796395,-0.116082,-0.31268,-0.289317,-0.209888,-1.914815,-0.335346
1919.0,5.0,-0.402077,-0.566224,-0.653626,-0.362514,-0.720221,-0.349596,-0.86445,-0.044917,-0.418647,-0.253908,-0.197572,-3.266667,-0.437681
1919.0,6.0,-0.562136,-0.541476,-0.547379,-0.462726,-0.410072,-0.363774,-1.161582,-0.47015,-0.452052,-0.398382,-0.403183,-0.062963,-0.481831
1919.0,7.0,-0.567861,-0.398619,-0.346634,-0.562984,-0.192976,-0.553665,-0.458506,-0.429017,-0.444971,-0.50859,-0.42911,0.571477,-0.444375
1919.0,8.0,-0.514376,-0.353404,-0.291368,-0.577801,-0.268188,-0.6492,0.194246,-0.423029,-0.467383,-0.566145,-0.469655,4.959259,-0.431633
1919.0,9.0,-0.493647,-0.283956,-0.219218,-0.498932,-0.14844,-0.582416,0.273608,-0.619493,-0.441862,-0.592684,-0.590648,1.503572,-0.402996
1919.0,10.0,-0.460804,-0.356837,-0.291511,-0.532274,-0.268222,-0.514315,-0.144302,-0.63508,-0.44458,-0.552014,-0.523321,-0.427586,-0.430326
1919.0,11.0,-0.379595,-0.554428,-0.597302,-0.51839,-0.679363,-0.469202,-1.048422,-0.571393,-0.513081,-0.512055,-0.470311,-3.688889,-0.536453
1919.0,12.0,-0.521063,-0.61992,-0.662575,-0.511162,-0.709815,-0.444242,-0.78862,-0.600334,-0.564497,-0.511719,-0.524248,0.026923,-0.572944
1920.0,1.0,-0.442771,-0.290206,-0.194419,-0.45613,-0.034178,-0.449126,-0.691194,-0.539846,-0.357891,-0.481434,-0.509231,-0.677778,-0.370484
1920.0,2.0,-0.45359,-0.490791,-0.56208,-0.389511,-0.827914,-0.432185,1.303826,-0.552652,-0.555732,-0.484759,-0.515872,-0.648673,-0.4881
1920.0,3.0,-0.495302,-0.282709,-0.203492,-0.378801,-0.14773,-0.375674,0.491648,-0.461294,-0.369654,-0.407904,-0.476083,-0.865866,-0.336818
1920.0,4.0,-0.544209,-0.491597,-0.484463,-0.508467,-0.425896,-0.525182,-0.503853,-0.265196,-0.473795,-0.449537,-0.399027,0.185185,-0.474765
1920.0,5.0,-0.599208,-0.346394,-0.249479,-0.54195,-0.088286,-0.517808,-0.097296,-0.506114,-0.435058,-0.513735,-0.4978,-0.551412,-0.422164
1920.0,6.0,-0.540662,-0.447674,-0.418781,-0.527773,-0.327009,-0.546953,-0.48873,-0.701468,-0.503701,-0.587313,-0.619939,-0.462963,-0.502996
1920.0,7.0,-0.522286,-0.360525,-0.274215,-0.531509,-0.1727,-0.577889,-0.25959,-0.704304,-0.482076,-0.62352,-0.679747,-0.134615,-0.472474
1920.0,8.0,-0.594008,-0.419928,-0.325834,-0.50611,-0.200832,-0.454224,-0.433845,-0.592817,-0.455245,-0.500919,-0.574277,-0.533226,-0.454492
1920.0,9.0,-0.551833,-0.428121,-0.347706,-0.484142,-0.225886,-0.357457,-0.696965,-0.330685,-0.37873,-0.351765,-0.341332,-1.001775,-0.395249
1920.0,10.0,-0.44465,-0.416643,-0.365142,-0.493183,-0.216753,-0.44891,-1.283036,-0.371781,-0.377841,-0.424015,-0.39846,-1.630984,-0.419913
1920.0,11.0,-0.460022,-0.503259,-0.499577,-0.48701,-0.690166,-0.412086,0.241621,-0.436183,-0.50175,-0.423199,-0.394852,-0.779249,-0.469611
1920.0,12.0,-0.391711,-0.7672,-0.942418,-0.452812,-1.161237,-0.471002,-1.321269,-0.635875,-0.63706,-0.534256,-0.586873,-0.812839,-0.663477
1921.0,1.0,-0.311412,-0.087164,0.071029,-0.430529,0.216072,-0.527846,-0.145759,-0.665424,-0.319008,-0.579738,-0.647969,-0.705709,-0.314555
1921.0,2.0,-0.471782,-0.348854,-0.266293,-0.516788,-0.196739,-0.50474,-0.300245,-0.49536,-0.421491,-0.502107,-0.480259,-0.779917,-0.417863
1921.0,3.0,-0.443809,-0.331521,-0.213232,-0.692367,-0.174941,-0.792078,-0.400415,-0.51066,-0.499184,-0.696193,-0.583045,-0.955556,-0.496054
1921.0,4.0,-0.326435,-0.284148,-0.206576,-0.524107,-0.244988,-0.633894,-0.193008,-0.801232,-0.481183,-0.696339,-0.745517,-0.594297,-0.470837
1921.0,5.0,-0.454947,-0.312855,-0.206477,-0.538073,-0.055516,-0.491811,-0.754019,-0.785911,-0.430658,-0.605527,-0.63503,-1.964935,-0.44565
1921.0,6.0,-0.567951,-0.280612,-0.135197,-0.503563,-0.028604,-0.494959,0.399958,-0.731633,-0.447367,-0.579817,-0.668266,-0.313324,-0.413573
1921.0,7.0,-0.469318,-0.190199,-0.053634,-0.478192,0.214892,-0.527016,-0.490523,-0.533373,-0.333203,-0.531422,-0.547099,-0.817091,-0.341177
1921.0,8.0,-0.480737,-0.351054,-0.295265,-0.449436,-0.151284,-0.490654,-0.506067,-0.522658,-0.414092,-0.50675,-0.550227,-1.34798,-0.420286
1921.0,9.0,-0.478389,-0.261972,-0.182379,-0.439484,-0.004415,-0.496165,-0.153684,-0.5121,-0.37819,-0.501214,-0.520186,-0.399071,-0.367797
1921.0,10.0,-0.380074,-0.128974,-0.042033,-0.327393,0.156279,-0.406428,0.057313,-0.538025,-0.291619,-0.454721,-0.517767,-0.306654,-0.276562
1921.0,11.0,-0.344766,-0.34115,-0.353308,-0.398136,-0.492164,-0.439565,0.511309,-0.559402,-0.443254,-0.484174,-0.484862,-0.507587,-0.404541
1921.0,12.0,-0.179461,-0.239773,-0.24038,-0.359739,-0.305117,-0.477375,-0.33004,-0.528799,-0.356931,-0.496766,-0.508908,-0.547299,-0.357092
1922.0,1.0,-0.250418,-0.610102,-0.799252,-0.401119,-1.122682,-0.512255,-0.413762,-0.584309,-0.584327,-0.538713,-0.545322,-0.500856,-0.57693
1922.0,2.0,-0.281277,-0.632578,-0.761811,-0.472364,-0.798388,-0.477093,-2.515506,-0.488326,-0.491729,-0.484778,-0.449572,-0.582045,-0.56293
1922.0,3.0,-0.299176,-0.316583,-0.297985,-0.387677,-0.230458,-0.384561,-0.99053,-0.428706,-0.333302,-0.402887,-0.387928,-0.436164,-0.357219
1922.0,4.0,-0.333327,-0.370805,-0.358104,-0.395873,-0.333493,-0.327395,-0.881912,-0.570077,-0.376474,-0.423091,-0.438058,-0.376487,-0.394996
1922.0,5.0,-0.463007,-0.361652,-0.295678,-0.512677,-0.168906,-0.622013,-0.724427,-0.818516,-0.509914,-0.696941,-0.801478,-0.615074,-0.518664
1922.0,6.0,-0.590631,-0.398607,-0.308515,-0.582643,-0.208974,-0.619087,-0.048849,-0.765779,-0.547796,-0.675514,-0.724474,-0.550113,-0.529077
1922.0,7.0,-0.587635,-0.403948,-0.291661,-0.656512,-0.170713,-0.627286,-0.368569,-0.535809,-0.496833,-0.589883,-0.509611,-0.063692,-0.490438
1922.0,8.0,-0.599106,-0.421805,-0.325598,-0.669138,-0.19941,-0.654045,-0.37151,-0.507548,-0.509892,-0.597585,-0.496634,-0.442923,-0.503162
1922.0,9.0,-0.62703,-0.429,-0.304431,-0.680874,-0.195768,-0.601384,-0.293326,-0.409524,-0.481301,-0.521154,-0.401903,-0.396602,-0.472251
